2.183 2.298 0.715 2.183 2.298 0.715 1
2.002 2.744 1.007 2.002 2.744 1.007 1
1.399 2.872 0.228 1.399 2.872 0.228 1
1.876 1.924 0.399 1.876 1.924 0.399 1
1.140 1.440 0.104 1.140 1.440 0.104 1
1.615 1.559 0.307 1.615 1.559 0.307 1
1.616 1.892 0.921 1.616 1.892 0.921 1
1.784 2.682 0.567 1.784 2.682 0.567 1
2.032 1.268 0.285 2.032 1.268 0.285 1
1.166 1.210 0.112 1.166 1.210 0.112 1
1.547 1.571 0.108 1.547 1.571 0.108 1
1.536 2.633 0.552 1.536 2.633 0.552 1
1.655 2.617 1.481 1.655 2.617 1.481 1
1.214 1.264 0.597 1.214 1.264 0.597 1
2.214 2.096 1.290 2.214 2.096 1.290 1
2.252 2.873 0.346 2.252 2.873 0.346 1
2.042 1.806 0.680 2.042 1.806 0.680 1
1.617 1.898 0.847 1.617 1.898 0.847 1
2.321 1.658 0.551 2.321 1.658 0.551 1
1.905 2.974 1.245 1.905 2.974 1.245 1
1.814 1.346 0.206 1.814 1.346 0.206 1
1.768 2.258 1.311 1.768 2.258 1.311 1
1.769 1.743 0.426 1.769 1.743 0.426 1
2.293 2.098 1.333 2.293 2.098 1.333 1
2.096 1.994 0.675 2.096 1.994 0.675 1
1.361 1.392 0.268 1.361 1.392 0.268 1
1.496 2.176 0.944 1.496 2.176 0.944 1
2.467 1.399 0.970 2.467 1.399 0.970 1
2.153 1.190 0.972 2.153 1.190 0.972 1
2.488 1.110 0.059 2.488 1.110 0.059 1
1.695 1.280 1.448 1.695 1.280 1.448 1
1.789 2.578 0.129 1.789 2.578 0.129 1
1.507 2.471 0.987 1.507 2.471 0.987 1
1.388 2.607 1.396 1.388 2.607 1.396 1
1.898 2.812 0.587 1.898 2.812 0.587 1
2.163 1.809 0.982 2.163 1.809 0.982 1
1.792 1.516 0.353 1.792 1.516 0.353 1
1.834 1.824 0.788 1.834 1.824 0.788 1
2.080 1.266 0.502 2.080 1.266 0.502 1
1.557 1.894 1.410 1.557 1.894 1.410 1
1.326 1.921 1.151 1.326 1.921 1.151 1
1.332 2.273 0.551 1.332 2.273 0.551 1
2.178 1.442 0.571 2.178 1.442 0.571 1
2.450 2.115 0.648 2.450 2.115 0.648 1
1.456 2.934 0.517 1.456 2.934 0.517 1
1.389 1.011 0.912 1.389 1.011 0.912 1
2.271 2.329 1.383 2.271 2.329 1.383 1
1.569 1.471 1.466 1.569 1.471 1.466 1
1.107 1.255 1.079 1.107 1.255 1.079 1
2.135 1.695 0.501 2.135 1.695 0.501 1
2.065 2.465 0.114 2.065 2.465 0.114 1
1.198 1.008 0.618 1.198 1.008 0.618 1
1.443 1.708 0.239 1.443 1.708 0.239 1
2.121 2.684 0.743 2.121 2.684 0.743 1
1.511 2.984 0.083 1.511 2.984 0.083 1
1.379 2.188 1.491 1.379 2.188 1.491 1
1.290 2.305 0.260 1.290 2.305 0.260 1
2.416 1.716 0.828 2.416 1.716 0.828 1
1.532 2.856 1.219 1.532 2.856 1.219 1
1.191 1.857 1.482 1.191 1.857 1.482 1
1.257 2.089 0.555 1.257 2.089 0.555 1
1.125 1.291 0.799 1.125 1.291 0.799 1
2.147 1.929 0.069 2.147 1.929 0.069 1
1.187 2.159 1.246 1.187 2.159 1.246 1
1.973 1.099 0.449 1.973 1.099 0.449 1
2.080 1.288 1.118 2.080 1.288 1.118 1
1.792 1.272 0.207 1.792 1.272 0.207 1
2.366 1.986 0.182 2.366 1.986 0.182 1
2.087 2.255 1.161 2.087 2.255 1.161 1
2.246 2.386 1.364 2.246 2.386 1.364 1
1.127 2.745 0.914 1.127 2.745 0.914 1
1.629 1.612 0.480 1.629 1.612 0.480 1
2.111 2.827 0.837 2.111 2.827 0.837 1
2.347 1.817 1.411 2.347 1.817 1.411 1
1.424 2.222 0.534 1.424 2.222 0.534 1
1.383 1.422 1.100 1.383 1.422 1.100 1
1.476 1.509 0.219 1.476 1.509 0.219 1
1.782 1.587 1.425 1.782 1.587 1.425 1
1.796 1.726 0.980 1.796 1.726 0.980 1
2.243 2.587 0.167 2.243 2.587 0.167 1
1.851 1.498 0.237 1.851 1.498 0.237 1
2.112 1.243 0.007 2.112 1.243 0.007 1
2.397 2.818 0.503 2.397 2.818 0.503 1
2.489 1.219 1.566 2.489 1.219 1.566 1
2.190 2.673 0.636 2.190 2.673 0.636 1
1.630 1.049 0.073 1.630 1.049 0.073 1
1.279 2.018 1.034 1.279 2.018 1.034 1
2.138 1.756 1.554 2.138 1.756 1.554 1
1.186 2.205 1.272 1.186 2.205 1.272 1
1.280 1.121 0.702 1.280 1.121 0.702 1
1.584 1.000 1.213 1.584 1.000 1.213 1
1.469 1.016 0.491 1.469 1.016 0.491 1
2.136 1.303 0.820 2.136 1.303 0.820 1
1.298 1.841 0.325 1.298 1.841 0.325 1
1.830 1.824 0.515 1.830 1.824 0.515 1
2.370 1.719 1.563 2.370 1.719 1.563 1
2.289 2.196 0.569 2.289 2.196 0.569 1
2.065 1.320 0.425 2.065 1.320 0.425 1
1.570 1.991 1.511 1.570 1.991 1.511 1
1.860 2.397 0.551 1.860 2.397 0.551 1
1.432 2.394 1.460 1.432 2.394 1.460 1
1.964 1.908 0.051 1.964 1.908 0.051 1
2.194 1.117 0.402 2.194 1.117 0.402 1
2.459 2.257 1.231 2.459 2.257 1.231 1
2.003 2.507 0.473 2.003 2.507 0.473 1
1.880 1.503 0.095 1.880 1.503 0.095 1
1.929 2.438 0.081 1.929 2.438 0.081 1
1.751 2.610 1.059 1.751 2.610 1.059 1
1.316 2.263 1.284 1.316 2.263 1.284 1
1.323 2.973 1.000 1.323 2.973 1.000 1
2.044 2.665 0.544 2.044 2.665 0.544 1
1.287 1.748 0.519 1.287 1.748 0.519 1
1.866 2.301 0.303 1.866 2.301 0.303 1
1.455 2.303 0.869 1.455 2.303 0.869 1
1.580 1.847 0.252 1.580 1.847 0.252 1
1.585 1.572 0.421 1.585 1.572 0.421 1
1.384 2.355 0.552 1.384 2.355 0.552 1
2.382 2.510 0.478 2.382 2.510 0.478 1
1.783 1.322 0.373 1.783 1.322 0.373 1
2.330 1.801 0.070 2.330 1.801 0.070 1
2.222 2.684 0.780 2.222 2.684 0.780 1
1.800 1.151 0.571 1.800 1.151 0.571 1
1.288 2.366 0.073 1.288 2.366 0.073 1
1.313 2.503 1.302 1.313 2.503 1.302 1
2.418 1.207 1.054 2.418 1.207 1.054 1
1.892 1.218 0.819 1.892 1.218 0.819 1
1.593 1.554 0.678 1.593 1.554 0.678 1
1.460 1.031 1.145 1.460 1.031 1.145 1
2.016 2.999 0.431 2.016 2.999 0.431 1
1.568 2.031 0.160 1.568 2.031 0.160 1
2.376 1.544 0.192 2.376 1.544 0.192 1
1.835 2.449 0.826 1.835 2.449 0.826 1
2.105 2.830 0.287 2.105 2.830 0.287 1
1.666 2.513 0.167 1.666 2.513 0.167 1
2.040 1.952 0.788 2.040 1.952 0.788 1
1.222 1.779 0.793 1.222 1.779 0.793 1
2.105 1.033 1.184 2.105 1.033 1.184 1
1.221 1.222 0.658 1.221 1.222 0.658 1
1.973 1.355 1.319 1.973 1.355 1.319 1
2.332 1.662 0.121 2.332 1.662 0.121 1
1.795 1.760 0.663 1.795 1.760 0.663 1
2.121 2.009 1.411 2.121 2.009 1.411 1
1.291 1.146 0.810 1.291 1.146 0.810 1
2.112 1.285 0.558 2.112 1.285 0.558 1
1.700 2.028 1.568 1.700 2.028 1.568 1
2.153 1.383 0.222 2.153 1.383 0.222 1
2.001 1.281 0.540 2.001 1.281 0.540 1
1.718 2.730 0.480 1.718 2.730 0.480 1
2.381 2.923 0.213 2.381 2.923 0.213 1
1.568 2.873 0.886 1.568 2.873 0.886 1
1.929 1.185 1.381 1.929 1.185 1.381 1
2.129 2.502 0.484 2.129 2.502 0.484 1
1.356 2.251 1.337 1.356 2.251 1.337 1
2.142 2.331 0.671 2.142 2.331 0.671 1
1.457 1.906 0.506 1.457 1.906 0.506 1
2.175 2.296 0.991 2.175 2.296 0.991 1
2.125 1.112 1.125 2.125 1.112 1.125 1
2.045 2.061 1.340 2.045 2.061 1.340 1
1.385 2.941 0.244 1.385 2.941 0.244 1
1.383 2.257 0.170 1.383 2.257 0.170 1
1.574 2.508 0.044 1.574 2.508 0.044 1
1.815 2.086 0.418 1.815 2.086 0.418 1
1.268 2.935 1.489 1.268 2.935 1.489 1
2.469 2.272 0.466 2.469 2.272 0.466 1
1.952 2.243 0.202 1.952 2.243 0.202 1
1.467 2.211 0.013 1.467 2.211 0.013 1
1.869 1.604 1.528 1.869 1.604 1.528 1
1.248 1.403 0.649 1.248 1.403 0.649 1
1.517 2.954 0.851 1.517 2.954 0.851 1
1.311 2.360 1.452 1.311 2.360 1.452 1
1.159 1.095 0.361 1.159 1.095 0.361 1
2.174 1.347 0.438 2.174 1.347 0.438 1
2.254 1.432 0.654 2.254 1.432 0.654 1
2.297 2.328 1.428 2.297 2.328 1.428 1
1.999 1.169 0.828 1.999 1.169 0.828 1
2.291 2.478 0.885 2.291 2.478 0.885 1
1.995 1.692 0.536 1.995 1.692 0.536 1
1.232 1.362 1.108 1.232 1.362 1.108 1
2.383 1.083 1.185 2.383 1.083 1.185 1
1.786 1.186 1.275 1.786 1.186 1.275 1
2.299 1.394 1.566 2.299 1.394 1.566 1
2.253 2.853 1.418 2.253 2.853 1.418 1
1.101 1.914 1.238 1.101 1.914 1.238 1
2.324 1.472 0.960 2.324 1.472 0.960 1
2.252 1.085 1.525 2.252 1.085 1.525 1
1.479 2.998 1.464 1.479 2.998 1.464 1
2.025 1.053 0.037 2.025 1.053 0.037 1
2.243 1.310 0.468 2.243 1.310 0.468 1
1.618 1.968 1.027 1.618 1.968 1.027 1
1.232 2.107 0.305 1.232 2.107 0.305 1
1.809 1.692 0.334 1.809 1.692 0.334 1
1.423 1.424 0.172 1.423 1.424 0.172 1
1.523 1.071 1.214 1.523 1.071 1.214 1
1.994 2.256 0.179 1.994 2.256 0.179 1
1.471 1.251 1.311 1.471 1.251 1.311 1
1.700 2.816 0.661 1.700 2.816 0.661 1
2.493 1.672 0.546 2.493 1.672 0.546 1
1.806 1.382 1.010 1.806 1.382 1.010 1
1.252 2.411 0.768 1.252 2.411 0.768 1
1.834 2.433 0.831 1.834 2.433 0.831 1
1.251 1.858 1.077 1.251 1.858 1.077 1
2.096 2.035 0.679 2.096 2.035 0.679 1
1.593 2.944 0.973 1.593 2.944 0.973 1
2.163 2.005 1.004 2.163 2.005 1.004 1
2.495 2.119 0.008 2.495 2.119 0.008 1
1.622 1.451 0.620 1.622 1.451 0.620 1
2.200 2.943 0.502 2.200 2.943 0.502 1
1.302 2.813 0.448 1.302 2.813 0.448 1
1.873 2.765 0.753 1.873 2.765 0.753 1
2.105 2.952 1.364 2.105 2.952 1.364 1
1.211 2.792 0.361 1.211 2.792 0.361 1
2.175 1.153 0.948 2.175 1.153 0.948 1
1.142 2.398 0.799 1.142 2.398 0.799 1
1.644 2.334 0.930 1.644 2.334 0.930 1
1.576 1.034 0.171 1.576 1.034 0.171 1
1.626 1.430 1.377 1.626 1.430 1.377 1
2.008 1.533 0.786 2.008 1.533 0.786 1
2.434 2.394 0.778 2.434 2.394 0.778 1
1.592 1.167 0.233 1.592 1.167 0.233 1
1.573 2.627 1.178 1.573 2.627 1.178 1
1.518 2.270 0.873 1.518 2.270 0.873 1
1.817 2.343 1.548 1.817 2.343 1.548 1
1.407 1.418 0.651 1.407 1.418 0.651 1
2.125 1.875 0.129 2.125 1.875 0.129 1
1.261 2.018 0.549 1.261 2.018 0.549 1
1.307 2.255 1.166 1.307 2.255 1.166 1
1.828 1.145 0.481 1.828 1.145 0.481 1
1.377 2.619 0.523 1.377 2.619 0.523 1
1.980 2.729 0.423 1.980 2.729 0.423 1
1.606 1.011 0.517 1.606 1.011 0.517 1
2.129 1.708 1.404 2.129 1.708 1.404 1
1.832 1.221 0.968 1.832 1.221 0.968 1
1.260 2.623 1.001 1.260 2.623 1.001 1
2.404 1.367 1.325 2.404 1.367 1.325 1
1.878 1.849 0.094 1.878 1.849 0.094 1
1.193 1.546 1.318 1.193 1.546 1.318 1
2.384 2.117 0.593 2.384 2.117 0.593 1
1.953 2.122 0.847 1.953 2.122 0.847 1
2.128 2.612 1.379 2.128 2.612 1.379 1
2.210 1.906 0.513 2.210 1.906 0.513 1
1.698 1.114 1.147 1.698 1.114 1.147 1
1.973 1.623 0.581 1.973 1.623 0.581 1
1.290 2.879 1.370 1.290 2.879 1.370 1
1.915 1.943 1.000 1.915 1.943 1.000 1
2.123 1.241 1.164 2.123 1.241 1.164 1
1.591 1.779 0.324 1.591 1.779 0.324 1
2.036 2.064 0.258 2.036 2.064 0.258 1
2.074 2.791 0.318 2.074 2.791 0.318 1
1.306 1.913 0.140 1.306 1.913 0.140 1
1.348 1.640 0.612 1.348 1.640 0.612 1
1.839 2.766 0.387 1.839 2.766 0.387 1
1.919 1.918 0.166 1.919 1.918 0.166 1
1.313 1.372 1.062 1.313 1.372 1.062 1
2.331 2.412 0.203 2.331 2.412 0.203 1
2.297 1.773 0.971 2.297 1.773 0.971 1
1.313 1.439 0.452 1.313 1.439 0.452 1
1.897 2.743 1.254 1.897 2.743 1.254 1
2.312 1.362 1.507 2.312 1.362 1.507 1
2.368 1.825 0.018 2.368 1.825 0.018 1
2.124 1.055 0.766 2.124 1.055 0.766 1
1.838 2.558 1.092 1.838 2.558 1.092 1
1.948 1.520 1.011 1.948 1.520 1.011 1
1.419 2.956 1.264 1.419 2.956 1.264 1
1.295 2.496 1.070 1.295 2.496 1.070 1
1.353 1.444 1.140 1.353 1.444 1.140 1
2.293 1.824 0.483 2.293 1.824 0.483 1
2.179 2.648 1.198 2.179 2.648 1.198 1
2.104 2.281 0.881 2.104 2.281 0.881 1
1.818 2.529 1.542 1.818 2.529 1.542 1
2.324 2.481 0.100 2.324 2.481 0.100 1
1.884 2.991 0.487 1.884 2.991 0.487 1
1.948 1.474 1.368 1.948 1.474 1.368 1
2.163 1.646 1.436 2.163 1.646 1.436 1
1.124 2.998 1.374 1.124 2.998 1.374 1
2.313 1.304 1.257 2.313 1.304 1.257 1
1.855 2.394 0.741 1.855 2.394 0.741 1
1.154 1.863 1.537 1.154 1.863 1.537 1
1.907 1.637 1.476 1.907 1.637 1.476 1
1.258 2.740 0.549 1.258 2.740 0.549 1
2.072 2.704 0.310 2.072 2.704 0.310 1
1.421 1.027 1.111 1.421 1.027 1.111 1
1.513 1.089 0.820 1.513 1.089 0.820 1
1.923 2.027 1.428 1.923 2.027 1.428 1
1.376 1.868 0.782 1.376 1.868 0.782 1
2.107 2.477 1.432 2.107 2.477 1.432 1
2.198 1.801 0.785 2.198 1.801 0.785 1
2.049 2.796 0.238 2.049 2.796 0.238 1
1.321 1.381 1.557 1.321 1.381 1.557 1
2.156 1.253 0.165 2.156 1.253 0.165 1
1.245 1.628 0.474 1.245 1.628 0.474 1
2.274 2.742 0.520 2.274 2.742 0.520 1
1.596 2.103 1.124 1.596 2.103 1.124 1
1.315 2.352 0.307 1.315 2.352 0.307 1
2.236 2.345 0.317 2.236 2.345 0.317 1
1.223 1.065 0.103 1.223 1.065 0.103 1
2.318 2.737 0.417 2.318 2.737 0.417 1
1.771 2.984 0.622 1.771 2.984 0.622 1
1.480 1.645 0.677 1.480 1.645 0.677 1
2.353 1.239 0.174 2.353 1.239 0.174 1
2.213 2.740 0.740 2.213 2.740 0.740 1
2.325 1.151 1.270 2.325 1.151 1.270 1
1.901 1.364 0.426 1.901 1.364 0.426 1
1.248 1.210 1.220 1.248 1.210 1.220 1
2.242 1.599 1.326 2.242 1.599 1.326 1
2.054 2.221 0.597 2.054 2.221 0.597 1
1.803 1.830 0.126 1.803 1.830 0.126 1
1.760 2.039 1.548 1.760 2.039 1.548 1
2.393 1.479 0.303 2.393 1.479 0.303 1
2.276 2.910 0.812 2.276 2.910 0.812 1
1.856 1.840 1.549 1.856 1.840 1.549 1
1.279 1.125 1.418 1.279 1.125 1.418 1
1.846 2.372 0.356 1.846 2.372 0.356 1
1.925 1.533 0.342 1.925 1.533 0.342 1
1.490 2.045 0.673 1.490 2.045 0.673 1
1.417 1.303 1.517 1.417 1.303 1.517 1
2.367 2.797 1.092 2.367 2.797 1.092 1
2.099 2.163 0.355 2.099 2.163 0.355 1
1.127 2.474 0.907 1.127 2.474 0.907 1
1.704 1.536 0.316 1.704 1.536 0.316 1
2.446 1.936 1.312 2.446 1.936 1.312 1
2.236 1.215 1.069 2.236 1.215 1.069 1
2.285 1.921 1.080 2.285 1.921 1.080 1
2.314 2.104 0.810 2.314 2.104 0.810 1
2.470 2.864 0.525 2.470 2.864 0.525 1
1.218 1.464 0.147 1.218 1.464 0.147 1
2.148 1.032 0.988 2.148 1.032 0.988 1
2.324 2.294 0.613 2.324 2.294 0.613 1
2.295 1.493 0.670 2.295 1.493 0.670 1
2.103 1.972 0.615 2.103 1.972 0.615 1
2.222 1.909 0.610 2.222 1.909 0.610 1
2.076 1.926 1.187 2.076 1.926 1.187 1
1.814 2.616 1.343 1.814 2.616 1.343 1
1.768 2.039 1.121 1.768 2.039 1.121 1
1.698 1.517 0.816 1.698 1.517 0.816 1
1.281 1.772 0.605 1.281 1.772 0.605 1
1.803 1.814 0.590 1.803 1.814 0.590 1
1.955 1.507 1.393 1.955 1.507 1.393 1
2.283 1.556 0.136 2.283 1.556 0.136 1
2.249 2.914 0.829 2.249 2.914 0.829 1
1.151 1.128 0.451 1.151 1.128 0.451 1
1.822 1.169 0.235 1.822 1.169 0.235 1
2.366 2.820 1.161 2.366 2.820 1.161 1
1.652 1.859 0.457 1.652 1.859 0.457 1
2.001 1.030 0.863 2.001 1.030 0.863 1
2.363 2.061 1.022 2.363 2.061 1.022 1
1.308 2.664 1.333 1.308 2.664 1.333 1
2.378 2.510 1.418 2.378 2.510 1.418 1
2.497 1.971 0.213 2.497 1.971 0.213 1
2.184 1.353 0.136 2.184 1.353 0.136 1
1.621 2.012 0.319 1.621 2.012 0.319 1
1.495 1.400 1.272 1.495 1.400 1.272 1
1.166 1.431 0.983 1.166 1.431 0.983 1
1.143 2.331 0.707 1.143 2.331 0.707 1
1.149 1.778 1.484 1.149 1.778 1.484 1
2.096 1.361 1.130 2.096 1.361 1.130 1
2.109 2.812 1.267 2.109 2.812 1.267 1
1.911 2.226 0.688 1.911 2.226 0.688 1
1.982 1.083 0.808 1.982 1.083 0.808 1
2.023 1.474 0.542 2.023 1.474 0.542 1
2.203 2.938 1.373 2.203 2.938 1.373 1
1.533 2.882 0.613 1.533 2.882 0.613 1
1.582 2.012 1.308 1.582 2.012 1.308 1
1.873 2.989 0.576 1.873 2.989 0.576 1
1.895 1.389 0.132 1.895 1.389 0.132 1
1.854 2.385 0.105 1.854 2.385 0.105 1
1.161 1.294 1.305 1.161 1.294 1.305 1
1.613 1.707 0.762 1.613 1.707 0.762 1
1.303 2.130 1.333 1.303 2.130 1.333 1
1.444 1.027 0.403 1.444 1.027 0.403 1
2.016 1.107 0.373 2.016 1.107 0.373 1
2.222 1.959 1.182 2.222 1.959 1.182 1
1.411 1.858 0.919 1.411 1.858 0.919 1
1.157 2.668 0.901 1.157 2.668 0.901 1
1.574 2.828 1.138 1.574 2.828 1.138 1
1.730 2.510 0.251 1.730 2.510 0.251 1
2.497 2.458 1.345 2.497 2.458 1.345 1
1.768 2.817 0.826 1.768 2.817 0.826 1
1.130 1.763 1.148 1.130 1.763 1.148 1
2.333 2.720 0.283 2.333 2.720 0.283 1
2.226 2.314 1.043 2.226 2.314 1.043 1
1.334 1.377 0.879 1.334 1.377 0.879 1
1.888 2.922 1.094 1.888 2.922 1.094 1
1.883 1.510 1.040 1.883 1.510 1.040 1
1.629 2.836 0.067 1.629 2.836 0.067 1
1.713 2.841 0.492 1.713 2.841 0.492 1
1.634 1.812 0.745 1.634 1.812 0.745 1
1.357 2.430 1.174 1.357 2.430 1.174 1
2.158 1.800 0.200 2.158 1.800 0.200 1
1.770 2.518 0.892 1.770 2.518 0.892 1
2.048 2.414 0.525 2.048 2.414 0.525 1
1.154 1.057 0.514 1.154 1.057 0.514 1
2.033 1.409 0.680 2.033 1.409 0.680 1
2.349 1.398 1.101 2.349 1.398 1.101 1
1.643 1.740 1.055 1.643 1.740 1.055 1
1.680 1.313 0.940 1.680 1.313 0.940 1
1.794 1.993 1.352 1.794 1.993 1.352 1
1.877 1.898 0.119 1.877 1.898 0.119 1
2.478 2.047 0.975 2.478 2.047 0.975 1
2.074 2.995 1.135 2.074 2.995 1.135 1
2.222 2.467 1.361 2.222 2.467 1.361 1
2.338 2.238 0.488 2.338 2.238 0.488 1
2.356 2.989 0.215 2.356 2.989 0.215 1
1.688 1.096 0.012 1.688 1.096 0.012 1
1.290 2.952 0.087 1.290 2.952 0.087 1
2.039 2.795 0.472 2.039 2.795 0.472 1
1.541 2.265 1.334 1.541 2.265 1.334 1
1.758 1.586 0.231 1.758 1.586 0.231 1
1.604 2.514 0.978 1.604 2.514 0.978 1
2.141 2.901 0.567 2.141 2.901 0.567 1
1.130 1.499 1.363 1.130 1.499 1.363 1
2.147 1.049 0.761 2.147 1.049 0.761 1
1.693 2.004 0.611 1.693 2.004 0.611 1
1.915 2.096 0.747 1.915 2.096 0.747 1
2.454 2.989 1.246 2.454 2.989 1.246 1
1.630 2.298 0.942 1.630 2.298 0.942 1
1.133 1.927 0.193 1.133 1.927 0.193 1
1.699 1.384 1.127 1.699 1.384 1.127 1
1.531 1.213 1.303 1.531 1.213 1.303 1
1.650 2.872 0.976 1.650 2.872 0.976 1
1.148 2.230 1.378 1.148 2.230 1.378 1
1.984 1.377 1.529 1.984 1.377 1.529 1
1.726 1.277 1.103 1.726 1.277 1.103 1
1.287 2.335 0.373 1.287 2.335 0.373 1
2.481 1.446 0.624 2.481 1.446 0.624 1
2.183 2.696 0.437 2.183 2.696 0.437 1
2.325 1.884 0.870 2.325 1.884 0.870 1
1.342 1.776 0.196 1.342 1.776 0.196 1
2.109 2.987 0.575 2.109 2.987 0.575 1
1.324 2.278 1.233 1.324 2.278 1.233 1
1.853 1.106 0.140 1.853 1.106 0.140 1
2.285 1.390 0.019 2.285 1.390 0.019 1
1.625 2.982 0.494 1.625 2.982 0.494 1
1.396 2.249 1.568 1.396 2.249 1.568 1
1.340 1.179 0.234 1.340 1.179 0.234 1
1.661 2.234 1.434 1.661 2.234 1.434 1
2.171 1.323 1.290 2.171 1.323 1.290 1
1.893 2.154 0.081 1.893 2.154 0.081 1
1.959 2.327 1.324 1.933 2.278 1.255 0
2.346 1.421 1.407 2.405 1.543 1.292 0
2.126 2.316 0.092 2.315 2.268 0.085 0
2.427 2.850 0.579 2.554 2.599 0.593 0
2.410 1.576 1.272 2.591 1.458 1.249 0
2.086 2.630 0.849 2.252 2.488 0.910 0
1.129 2.301 0.179 1.184 2.144 0.178 0
2.038 2.081 0.014 2.057 2.157 0.015 0
1.856 1.249 0.979 1.855 1.259 0.931 0
2.028 2.628 0.781 1.981 2.438 0.714 0
1.162 1.209 0.186 1.076 1.298 0.185 0
1.595 2.169 0.543 1.688 2.343 0.595 0
1.995 2.671 1.480 2.129 2.747 1.523 0
1.300 2.118 0.445 1.211 2.265 0.413 0
1.422 1.932 0.754 1.300 2.020 0.803 0
1.933 2.834 1.231 1.858 3.097 1.347 0
2.093 2.153 0.746 1.993 2.108 0.683 0
1.343 2.306 0.606 1.331 2.530 0.573 0
1.161 2.599 0.878 1.060 2.566 0.831 0
1.922 2.828 0.945 2.049 3.110 0.966 0
1.434 2.496 1.325 1.521 2.672 1.449 0
1.832 2.792 0.441 1.795 3.033 0.443 0
1.932 2.444 1.458 2.096 2.385 1.332 0
1.910 2.780 1.569 1.794 2.954 1.522 0
1.909 2.900 0.240 1.912 2.614 0.236 0
2.375 2.355 0.037 2.264 2.271 0.040 0
1.485 2.635 0.736 1.423 2.538 0.687 0
1.793 1.762 1.192 1.650 1.908 1.102 0
1.176 2.856 0.107 1.190 3.133 0.116 0
2.058 1.988 0.714 2.219 2.111 0.682 0
1.580 1.334 0.001 1.523 1.430 0.001 0
1.964 1.708 0.695 1.824 1.865 0.629 0
1.857 1.919 1.374 1.909 1.794 1.341 0
1.580 2.894 1.160 1.582 3.088 1.259 0
1.365 1.838 1.154 1.447 1.843 1.102 0
1.120 2.015 0.596 1.214 2.158 0.596 0
1.121 1.026 0.450 1.148 0.953 0.467 0
2.009 1.497 1.366 2.175 1.517 1.466 0
